88	24	22	24	18	46	42	7	5	8	3	8	6	2	6	8	6	7	3	1	5	7	5	27.27	25.00	27.27	20.45	52.27	47.73	8.05	5.75	9.20	3.45	9.20	6.90	2.30	6.90	9.20	6.90	8.05	3.45	1.15	5.75	8.05	5.75	29.00	0.3295	-30.00	-0.3409	11.78	0.1338	4.40	0.0500	
78	15	18	25	20	43	35	2	3	6	3	4	4	0	10	8	7	8	2	1	4	11	4	19.23	23.08	32.05	25.64	55.13	44.87	2.60	3.90	7.79	3.90	5.19	5.19	0.00	12.99	10.39	9.09	10.39	2.60	1.30	5.19	14.29	5.19	27.00	0.3462	-30.80	-0.3949	13.78	0.1767	5.82	0.0747	
72	15	19	16	22	35	37	6	2	5	2	4	6	1	8	2	4	5	5	3	7	4	7	20.83	26.39	22.22	30.56	48.61	51.39	8.45	2.82	7.04	2.82	5.63	8.45	1.41	11.27	2.82	5.63	7.04	7.04	4.23	9.86	5.63	9.86	26.00	0.3611	-29.50	-0.4097	6.49	0.0902	2.37	0.0329	
90	19	25	23	23	48	42	8	3	4	4	4	8	6	7	3	10	7	2	4	4	6	9	21.11	27.78	25.56	25.56	53.33	46.67	8.99	3.37	4.49	4.49	4.49	8.99	6.74	7.87	3.37	11.24	7.87	2.25	4.49	4.49	6.74	10.11	34.00	0.3778	-48.60	-0.5400	5.41	0.0601	1.99	0.0221	
78	21	12	19	26	31	47	6	4	4	6	7	0	3	2	8	2	6	3	0	6	5	15	26.92	15.38	24.36	33.33	39.74	60.26	7.79	5.19	5.19	7.79	9.09	0.00	3.90	2.60	10.39	2.60	7.79	3.90	0.00	7.79	6.49	19.48	31.00	0.3974	-23.90	-0.3064	11.39	0.1460	4.51	0.0578	
71	13	15	19	24	34	37	2	4	4	2	4	3	1	7	3	3	6	7	3	5	8	8	18.31	21.13	26.76	33.80	47.89	52.11	2.86	5.71	5.71	2.86	5.71	4.29	1.43	10.00	4.29	4.29	8.57	10.00	4.29	7.14	11.43	11.43	25.00	0.3521	-43.90	-0.6183	2.39	0.0337	0.52	0.0074	
92	16	26	27	23	53	39	5	6	4	1	2	11	1	12	3	4	15	5	5	5	7	5	17.39	28.26	29.35	25.00	57.61	42.39	5.49	6.59	4.40	1.10	2.20	12.09	1.10	13.19	3.30	4.40	16.48	5.49	5.49	5.49	7.69	5.49	33.00	0.3587	-50.50	-0.5489	13.61	0.1480	5.58	0.0606	
77	24	10	15	28	25	52	8	2	7	7	3	1	0	5	4	1	3	7	9	6	5	8	31.17	12.99	19.48	36.36	32.47	67.53	10.53	2.63	9.21	9.21	3.95	1.32	0.00	6.58	5.26	1.32	3.95	9.21	11.84	7.89	6.58	10.53	23.00	0.2987	-19.10	-0.2481	4.38	0.0569	1.53	0.0198	
83	19	18	24	22	42	41	3	4	6	5	7	4	2	5	7	2	7	8	2	7	9	4	22.89	21.69	28.92	26.51	50.60	49.40	3.66	4.88	7.32	6.10	8.54	4.88	2.44	6.10	8.54	2.44	8.54	9.76	2.44	8.54	10.98	4.88	28.00	0.3373	-34.10	-0.4108	5.00	0.0603	1.75	0.0211	
82	12	21	30	19	51	31	0	5	5	2	7	3	2	8	4	8	12	6	1	5	10	3	14.63	25.61	36.59	23.17	62.20	37.80	0.00	6.17	6.17	2.47	8.64	3.70	2.47	9.88	4.94	9.88	14.81	7.41	1.23	6.17	12.35	3.70	33.00	0.4024	-46.30	-0.5646	12.14	0.1480	5.04	0.0615	
143	54	21	20	48	41	102	23	5	6	19	8	6	0	7	7	3	3	7	16	6	11	15	37.76	14.69	13.99	33.57	28.67	71.33	16.20	3.52	4.23	13.38	5.63	4.23	0.00	4.93	4.93	2.11	2.11	4.93	11.27	4.23	7.75	10.56	51.00	0.3566	-43.10	-0.3014	11.01	0.0770	4.25	0.0297	
138	47	19	24	48	43	95	16	5	9	16	8	4	2	5	8	6	4	6	15	4	8	21	34.06	13.77	17.39	34.78	31.16	68.84	11.68	3.65	6.57	11.68	5.84	2.92	1.46	3.65	5.84	4.38	2.92	4.38	10.95	2.92	5.84	15.33	52.00	0.3768	-61.90	-0.4486	12.39	0.0898	5.23	0.0379	
138	48	19	22	49	41	97	18	5	8	16	8	4	2	5	7	6	4	5	15	4	7	23	34.78	13.77	15.94	35.51	29.71	70.29	13.14	3.65	5.84	11.68	5.84	2.92	1.46	3.65	5.11	4.38	2.92	3.65	10.95	2.92	5.11	16.79	51.00	0.3696	-55.60	-0.4029	12.81	0.0929	5.48	0.0397	
